,id,url,image,name,description,author,ratings,ingredients,steps,nutrients,times,serves,difficulty,vote_count,subcategory,dish_type,maincategory
320,6a9126e9-b285-4421-815c-ae284d26300c,https://www.bbcgoodfood.com/recipes/moroccan-spiced-turkey-pie,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/morrocan-spiced-turkey-pie-13657f5.jpg,Moroccan-spiced turkey pie,"Transform leftover turkey in this spiced filo pastry parcel, inspired by a Moroccan pastilla - a perfect main course for Boxing Day",Chelsie Collins,5,"['2 tsp coriander seeds', '2 tsp cumin seeds', 'pinch of ground cinnamon', '2 tbsp olive oil', '2 aubergines, cut into small dice', '2 banana shallots, halved and sliced', '2 tbsp harissa', '2 peppers (any colours will do), deseeded and diced', '227g can chopped tomatoes', '1 chicken stock cube', '500g leftover turkey (a mix of leg and breast is best), chopped', '100g butter, melted, plus extra for greasing', '250g pack (about 10 large sheets) filo pastry', '25g flaked almonds']","['Heat a large non-stick pan over a medium heat and toast the coriander and cumin seeds for 1-2 mins until fragrant. Add the cinnamon, olive oil, aubergine and shallots. Coat the veg in the spices and cook on a medium-low heat for about 10 mins until the aubergine has softened slightly.', 'Add the harissa and peppers. Give everything a good stir, then add the tomatoes and crumble over the stock cube. Simmer, uncovered, for 20 mins until the veg is tender and the mixture is nice and thick.', 'Stir through the turkey meat and season well. Set aside to cool.', 'Heat oven to 200C/180C fan/gas 6 and grease a 23cm springform tin with a little butter. Lay two sheets of filo over the base of the tin and brush with the melted butter. Cross over another two layers of filo and brush again with butter. Repeat once more, then put the cooled filling in the centre. Using the remaining four pastry sheets, cover the filling and brush with more melted butter. Scrunch the top of the pie together and bake for 30-35 mins.', 'Remove from the oven and scatter the pie with the flaked almonds. Cook for a final 10 mins until the pie is golden and piping hot. Serve straight away.']",{},"{'Preparation': '20 mins', 'Cooking': '1 hr and 15 mins'}",6,Easy,11,Savoury pastries,Filo pastry recipes,baking
321,679f9b4a-9e6e-490b-9fef-4cc186b6b96a,https://www.bbcgoodfood.com/recipes/feta-herb-spring-onion-borek,https://images.immediate.co.uk/production/volatile/sites/30/2021/08/Feta-herb-and-spring-onion-borek-123a708.jpg,"Feta, herb & spring onion borek","Try this classic borek for lunch or dinner, with crispy filo pastry and a tasty feta, herb and spring onion filling that doesn’t require cooking in advance",Melek Erdal,5,"['270g filo pastry', '1 tbsp olive oil, plus extra for brushing', '2 egg yolks (freeze the whites for another recipe)', 'a pinch each of nigella seeds and sesame seeds, to serve', '250g feta', ""1 green bird's-eye chilli, finely chopped"", '3 medium spring onions, finely chopped', 'handful of coriander, finely chopped', 'handful of mint, finely chopped', 'handful of dill, finely chopped', '6 tbsp  olive oil', '1 egg, beaten', '50ml olive oil', '70ml milk']","['Heat the oven to 200C/180C fan/gas 6. Prepare the filling first. Mash the feta in a bowl with the back of a fork. Add the chilli, spring onions, herbs and olive oil, then mix everything well using the fork.', 'For the sauce, whisk the beaten egg with the olive oil and milk in a small bowl until fully combined.', 'Lay the filo sheets on a clean work surface and cover with a clean, damp cloth to ensure they don’t dry out as you work. Brush the base of a shallow 20cm round ovenproof dish with some olive oil.', 'Layer six sheets of filo in the bottom of the dish, overlapping them by about 45 degrees and fanning them out, also ensuring that half of each sheet covers the base while the other half overhangs the dish. Between each addition, liberally brush the sheets with the sauce. The entire base should be covered with the filo, and the filo generously basted in the sauce.', 'Tip in all the filling, then fold the overhanging filo over the filling to enclose it, brushing the sheets with more sauce as you do. Cover the top with a final sheet of filo, but don’t brush this with the sauce.', 'Whisk the egg yolks with the 1 tbsp olive oil and brush this on top of the borek. Sprinkle with the sesame and nigella seeds and bake for 30 mins until golden brown.']",{},"{'Preparation': '30 mins', 'Cooking': '30 mins'}",6,Easy,1,Savoury pastries,Filo pastry recipes,baking
322,f7c43ff3-986d-41f7-ab41-0334e2466bb4,https://www.bbcgoodfood.com/recipes/spinach-filo-spiral-pie,https://images.immediate.co.uk/production/volatile/sites/30/2021/03/Spinach-filo-spiral-pie-3d77d2c.jpg,Spinach filo spiral pie,"These impressive-looking spinach filo spirals are deceptively easy to make. A take on Greek spanakopita, serve with a side salad for a weekend lunch",Janine Ratcliffe,5,"['300g baby spinach', '50g salted butter, melted, plus a knob for frying', '1 large onion, finely chopped', '200g feta, crumbled', '7 shop-bought filo sheets', '1 tbsp nigella seeds']","['Heat a large non-stick pan over a medium heat. Tip in the spinach and cook, stirring, until wilted (you won’t need any oil or water as it will steam in its own moisture). Leave to cool a little, then tip into a clean tea towel and squeeze out as much water as possible. Chop and put in a bowl.', 'Heat the knob of butter in a non-stick frying pan. Add the onion and cook for about 10 mins until softened. Tip into the bowl with the spinach, then stir in the feta using a fork until fully combined. Taste for seasoning.', 'Heat the oven to 190C/170C fan/gas 5. Brush a 24 x 4cm deep metal pie dish with some of the butter.', 'Lay a filo sheet on your work surface. Brush with some of the melted butter, then spread about 2 tbsp of the filling in a line along the longest edge of the pastry. Roll loosely into a long sausage (don’t roll it too tight as this might cause the pastry to split), then coil the pastry and put in the centre of the tin.', 'Repeat with the rest of the pastry and filling, arranging the coils around the central one. Brush the tops with more butter, then sprinkle with the nigella seeds. Bake for 25-30 mins until golden and crisp.']",{},"{'Preparation': '30 mins', 'Cooking': '25 mins'}",4,Easy,5,Savoury pastries,Filo pastry recipes,baking
323,1d028dfc-bd6e-44cb-ba12-6896b043ef53,https://www.bbcgoodfood.com/recipes/sticky-tamarind-tomato-spinach-whirl,https://images.immediate.co.uk/production/volatile/sites/30/2021/02/Tamarind-tomato-and-spinach-whirl-fe414fd.jpg,Sticky tamarind tomato & spinach whirl,"Try this riff on a Greek spanakopita. With a sticky-sweet, spiced and tangy twist, it's a spectacular veggie centrepiece for any special occasion",Shivi Ramoutar,5,"['300g cherry tomatoes, halved', '4 small garlic cloves, sliced', '2 tbsp extra virgin olive oil', '4 tbsp tamarind paste', '1 tsp sugar', '1 leek, halved and finely sliced', '5 spring onions, finely sliced', '300g spinach, wilted, excess water squeezed out and roughly chopped', '400g feta, crumbled', '3  large eggs, beaten', '2 tbsp  finely chopped coriander leaves, plus a few leaves to serve', '1 tbsp smoked paprika', '6 filo pastry sheets', '100g unsalted butter, melted', '1 tsp chilli flakes']","['Heat the oven to 160C/140C fan/gas 3. Mix the tomatoes, garlic, half the oil, tamarind and sugar together, along with a generous pinch of seasoning. Tip onto a baking tray and put in the oven for 25-30 mins or until sticky and roasted. Leave to cool a little.', 'Heat the remaining oil in a large frying pan over a medium heat, then add the leek and spring onions, stirring occasionally until softened, about 10 mins. Leave to cool completely, then tip into a bowl and mix with the spinach, feta, roasted tomatoes, eggs, coriander, smoked paprika and seasoning.', 'Heat the oven to 200C/180C/gas 6. Brush a sheet of filo with melted butter, then lay another sheet on top and brush with butter again, keeping the rest of the filo covered with a clean, damp tea towel to stop it drying out, Spoon a third of the filling along the long side of the rectangle and gently roll into a long tube. Repeat this two more times until you have used all the filo and filling. In a round pie dish, or round ovenproof pan, carefully coil the three filo rolls from the outside of the dish in towards the middle, so you end up with a large spiral. Don’t worry if it cracks a bit – you can layer the filo to cover any cracks. Brush the whole spiral with more butter, sprinkle over the chilli flakes and bake for 50-60 mins until deep, golden brown. Scatter over the extra coriander to serve.']",{},"{'Preparation': '40 mins', 'Cooking': '1 hr and 30 mins'}",8,More effort,4,Savoury pastries,Filo pastry recipes,baking
324,dc9bcc54-8a52-4fa3-896a-39350160d391,https://www.bbcgoodfood.com/recipes/lighter-spanakopita,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/lighter-spanakopita-7b44e5b.jpg,Lighter spanakopita,"This traditional Greek spinach and feta cheese pie gets a healthier makeover - we've slashed the fat, salt and calories",Angela Nilsen,5,"['500g fresh spinach', '3 tbsp rapeseed oil', '1 shallot, finely chopped', '6 spring onions, ends trimmed, finely chopped', '2 garlic cloves, finely chopped', 'generous pinch of ground nutmeg', '200g ricotta', '1 large egg, beaten', '2 tbsp chopped dill, plus 1 rounded tsp', '2 tbsp snipped chives', '2 tsp chopped mint', '5 sheets filo pastry (each about 46 x 25cm and about 250g total weight)', '100g feta', 'minted yogurt dip (see tip), to serve (optional)', 'tomato, cucumber & pepper salad (see tip), to serve (optional)']","['Pack the spinach into a large heatproof bowl. Pour boiling water over and press the spinach down with a wooden spoon. Leave for 1 min to wilt, stirring a couple of times so all the leaves are submerged. Tip into a large colander and place under running cold water to cool quickly. Drain well – squeeze out any excess water by pressing the spinach down with the wooden spoon, then squeezing with your hands. Using kitchen paper, pat the spinach dry into a compact shape, lay it on a board and roughly chop, then set aside.', 'Heat 2 tsp of the oil in a large non-stick frying pan. Add the shallot, spring onions and garlic, and fry over a high-ish heat for 3-4 mins, stirring often, until softened and just starting to brown. Lower the heat, tip in the spinach and stir for 1 min only to finish drying. Season with pepper and a good pinch of nutmeg, and leave to cool.', 'Heat oven to 190C/170C fan/gas 5 and put a baking sheet in to heat up. In a bowl, stir the ricotta into the beaten egg and mix in the 2 tbsp dill, the chives and mint. Season with pepper and a pinch of salt.', 'Lightly oil a 20cm square x 4cm deep cake tin. Mix the remaining oil with the 1 rounded tsp dill. Lay the filo pastry sheets on a large board. Brush the top one with a little of the dill oil, then carefully lower it into the tin to line the base and 2 of the sides, with an overhang on both sides. The pastry doesn’t have to fit in smoothly – a few wrinkles and folds in it are fine. Brush a bit more oil over the second pastry sheet and this time lay it down in the tin the other way round, so it drapes over and lines the base and the other 2 sides. The tin should now be completely covered, with a pastry overhang all round. Repeat the criss-cross layering with 2 more oiled filo sheets.', 'Stir the ricotta mixture into the spinach, then crumble in the feta. Lightly stir it in so you leave a few chunky pieces. Spoon this filling into the lined tin and level it. Bring the pastry sides up and over the filling, then brush a little oil over them. Brush the remainder of the oil over the last filo sheet on the board. Cut the sheet in half widthways and lay one half over at a time, in big folds, to cover the filling and give you a pastry topping.', 'Place the tin on the heated baking sheet and bake for 25-30 mins until the pastry is crisp and golden. Leave to cool for 10-15 mins. Remove the tin and transfer to a serving plate. If your tin doesn’t have a loose bottom, carefully upturn it onto a flat board, then flip it over onto the serving plate. Serve warm or cold with minted yogurt dip and a tomato, cucumber & pepper salad (see below), if you like.']",{},"{'Preparation': '1 hr', 'Cooking': '30 mins - 35 mins'}",6,Easy,20,Savoury pastries,Filo pastry recipes,baking
325,ff00f97b-a526-45c6-be8f-16cf247037f5,https://www.bbcgoodfood.com/recipes/summer-herb-feta-pies,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/summer-herb-feta-pies-8067809.jpg,Summer herb & feta pies,"These little filo pastry parcels are packed with a cheese, basil, mint and watercress filling - perfect for a picnic",Mary Cadogan,5,"['large bunch watercress', 'good handful basil, roughly chopped', 'good handful mint, roughly chopped', '4 spring onions, roughly chopped', '2 large eggs', 'freshly grated nutmeg', '100g feta, cut into small cubes', '85g artichoke hearts in oil from a jar, drained and chopped', '50g butter', '270g pack filo pastry sheets', '2 tbsp freshly grated parmesan (or vegetarian alternative)', 'Garden tomato salad, optional - see Goes well with']","['Heat oven to 200C/180C fan/gas 6. Remove any thick stalks from the watercress, then chop the rest and put in a food processor with the herbs and spring onions. Blitz for a few secs, then add the eggs, nutmeg and some seasoning, and blitz again briefly – you don’t want too fine a chop. Tip the mixture into a bowl and stir in the feta and artichokes.', 'Melt the butter and unwrap the filo sheets. Cut them into 12-13cm squares through the layers – you may have too much pastry but the leftovers can be re-wrapped and saved for another recipe . Stack 4 squares of pastry on top of each other, brushing lightly with butter as you go, offsetting each square to get a star shape all round the edge. Continue until you have 8 stacks.', 'Press each stack into a deep-hole muffin tin and fill with the feta mixture. Fold over the pastry to enclose the filling, pinching it together. Brush the tops with the remaining butter and sprinkle with Parmesan. Bake for 25 mins until the pastry is golden and crisp. Leave to cool for a few mins, then remove the tins and cool completely on a wire rack. Pack into a plastic container to take to the picnic and serve with a tomato salad, if you like.']",{},"{'Preparation': '25 mins', 'Cooking': '25 mins'}",8,Easy,3,Savoury pastries,Filo pastry recipes,baking
326,fc9bcba3-d246-4430-a5d6-7b41269aa598,https://www.bbcgoodfood.com/recipes/sausage-apple-sage-roll,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sausage-apple-sage-roll-6949a31-scaled.jpg,"Sausage, apple & sage roll","Crispy filo pastry filled with sausagemeat, sage and chunks of juicy apple makes a simple yet tasty weeknight supper",Justine Pattison,5,"['1 tbsp sunflower oil', '1 medium onion, finely chopped', '1 small eating apple, peeled, cored and cut into 1.5cm chunks', '3 sheets filo pastry', '454g pack extra-lean pork sausages', '1 tbsp finely chopped sage', 'bag of mixed salad leaves, to serve']","['Heat oven to 200C/180C fan/gas 6. Line a large baking tray with baking parchment. Heat 1 tsp of the oil in a small non-stick saucepan and gently fry the onion and apple for 6-8 mins, stirring regularly, until softened and lightly browned. Leave to cool for 5 mins.', 'Place 1 sheet of pastry on your work surface, with the short end closest to you, and brush lightly with oil. Place another sheet on top, but off-set roughly 6cm to the right, and brush with a little more oil. Top with the final sheet, off-set another 6cm to the right. The pastry rectangle should be roughly 40 x 45cm.', 'Squeeze the sausagemeat from the skins into a large bowl. Add the onion, apple and sage, and mix well. Form the pork mixture into a large sausage shape and place across the pastry, about 8cm in from one short end and 8cm from each side.', 'Fold up the bottom of the pastry until it begins to cover the filling, then fold in the sides. Roll the pastry from the bottom, gently but firmly, to enclose the filling. Place on the baking tray and brush with the remaining oil. Bake for 30 mins or until the filling is cooked and the pastry is golden brown and crisp. Serve with mixed salad leaves.']","{'kcal': '280', 'fat': '7g', 'saturates': '2g', 'carbs': '30g', 'sugars': '6g', 'fibre': '4g', 'protein': '21g', 'salt': '1.7g'}","{'Preparation': '20 mins', 'Cooking': '40 mins'}",4,Easy,4,Savoury pastries,Filo pastry recipes,baking
327,b7deb656-8d0d-4c30-9991-1a3b170fe4cf,https://www.bbcgoodfood.com/recipes/baklava-cake,https://images.immediate.co.uk/production/volatile/sites/30/2021/02/Baklava-cake-869a3f5.jpg,Baklava cake,Try a twist on baklava by turning the classic nutty filo pastry dessert into a cake. It makes a spectacular centrepiece that's perfect for a celebration,Athina Rich,4,"['100g plain flour', '1 tbsp baking powder', '100g fine semolina', '1 tsp ground cinnamon', '60g walnuts', '60g pistachios', '4 large eggs, separated', '100g caster sugar', '150g butter, melted', '8 sheets of filo pastry', '400g caster sugar', '80g honey', '1-2 tbsp rosewater', '1 cinnamon stick', 'chopped walnuts and pistachios, edible rose petals and whipped cream flavoured with rosewater']","['Tip the flour, baking powder, semolina and cinnamon into a large bowl. Put the nuts in a food processor and blitz until coarsely chopped.', 'Beat the egg whites using an electric whisk or stand mixer on a high speed until stiff and slowly add half of the sugar. Reduce the speed to medium and beat for about 5 mins until the meringue is nice and firm, then set aside. Beat the egg yolks on a high speed, gradually adding the remaining 50g of sugar. When all the sugar is incorporated, beat for about 10 mins on a high speed until pale in colour and doubled in volume.', 'Gently fold the egg whites into the egg yolk mixture, then add the nut and flour mixtures and carefully fold in. Set aside. Heat the oven to 200C/180C fan/gas 6.', 'For the filo layers, use some of the melted butter to brush the inside of a 23cm bundt tin. Lay the sheets of filo on a board and cut them in half down the middle to give you 16 strips. Take eight strips, keeping the rest covered, and brush one at a time with more butter. Arrange in the tin, making sure the inside of the ring is covered, with overhang. Repeat with the remaining filo.', 'Dollop the cake batter evenly into the tin. Fold the overhanging filo strips inwards to cover the cake mixture, trimming off the excess. Brush the top of the filo with more butter, then prick all over using the point of a sharp knife. Bake for 25 mins or until golden. When a skewer is inserted it should come out clean with no sticky crumbs.', 'Meanwhile, make the syrup. Put the sugar, honey, rosewater, cinnamon stick and 300ml water in a saucepan. Bring to the boil over a high heat, then reduce the heat to medium and simmer for 5 mins. Do not stir.', 'Pour half of the hot syrup over the baklava cake as soon as it comes out of the oven. Leave the cake to cool completely before removing it from the tin, carefully turning it out onto a lined baking sheet. Poke the top of the cake with a skewer. Return it to the oven for approximately 15 mins or until the filo is crispy and golden. Meanwhile, reheat the remaining syrup, then pour over the cake when it comes out of the oven. Leave to cool or come to room temperature before serving.', 'Pipe rosettes of rosewater cream on top and sprinkle with chopped walnuts, pistachios and edible rose petals, if you like. Will keep for three days in the fridge.']",{},"{'Preparation': '40 mins', 'Cooking': '40 mins'}",10,More effort,4,Savoury pastries,Filo pastry recipes,baking
328,e1155b70-9836-481e-8e3c-289c6f84d7ed,https://www.bbcgoodfood.com/recipes/veggie-spiral-pie-spiced-tomato-sauce-chopped-salad,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/veggie-spiral-pie-with-spiced-tomato-sauce-chopped-salad-49d8d9f.jpg,Veggie spiral pie with spiced tomato sauce & chopped salad,"Rice, feta and spinach make the filling for a savoury twist on the Moroccan dish M'hanncha - perfect for entertaining outdoors",Cassie Best,4,"['1 tbsp cumin seeds', '1 tbsp coriander seeds', '3 tbsp olive or rapeseed oil', '2 onions, halved and thinly sliced', '100g green lentils', '300g basmati rice', '4 garlic cloves, crushed', '1 nutmeg', '½ tsp ground turmeric', '½ tsp allspice', '400g spinach', 'small bunch dill, finely chopped', 'small bunch parsley, finely chopped', 'small bunch mint, finely chopped', 'zest 2 lemon, plus juice of 1', '200g pack feta (check pack label to find a vegetarian brand), crumbled', '2 x 270g packs filo pastry (12 sheets in total)', '100g butter, melted', '1 egg, beaten', '1 tsp black sesame seed (or regular sesame seeds)', 'Greek yogurt, to serve', '2 x cans chopped tomato', '1 tbsp red wine vinegar', '2 tsp sugar (any will do)', '1 tsp ground cinnamon', '2 tbsp olive oil', '1 cucumber', '1 onion, finely chopped', '2 large tomatoes, finely chopped', 'handful parsley, chopped', '1 tbsp red wine vinegar', '2 tbsp extra virgin olive oil']","['Heat a large saucepan, tip in the cumin and coriander seeds and toast for a few mins until you can smell their fragrance and they turn a shade darker, then tip into a pestle and mortar. Add the oil to the pan, then tip in the onions and cook slowly until golden and caramelised – this will take 15-20 mins. Meanwhile, bring 2 pans of water to the boil. Add the lentils to 1 pan and cook for 20 mins. Put the rice and a pinch of salt in the other pan and cook for 5 mins (it should still have a little bite). Drain both pans, and leave the lentils and rice to steam-dry.', 'Boil the kettle. Stir the garlic into the onions and cook for 1-2 mins over a low heat. Grind the whole spices in the pestle and mortar to a fine powder and add these to the onion mixture. Grate half of the nutmeg and add to the onions with the turmeric and allspice.', 'Put the spinach in a colander in the sink, pour over a kettle of boiling water, then rinse under cold water. Use your hands to squeeze out as much liquid as possible. Finely chop the spinach and add to the onions with the herbs, lemon zest and juice and the rice, lentils and plenty of seasoning. Leave to cool before stirring through the feta.', 'To assemble the pie, you’ll need plenty of space on your work surface – about 1 metre. Unwrap the filo and cover with a damp tea towel. Have your bowls of melted butter and beaten egg to hand, as well as a pastry brush for each. Working quickly, lay 4 sheets of filo end to end, running along the length of your work surface, and butter each piece generously, overlapping each sheet by about 10cm. Top with another 4 sheets, butter well, then repeat with 3 final sheets of filo (save the last one to cover any cracks later on.)', 'Spoon the rice filling down the centre of the filo, leaving 5cm free on either end. Brush the egg around the edges and tuck the ends in to cover the filling. Starting from one end, roll the filo over the filling, working your way along until you have a long filo sausage. From one end, start to coil the sausage back on itself – if the pastry cracks, patch it over the hole with your reserved piece of filo. When the coil is complete, slide onto a tray lined with baking parchment, brush the top with beaten egg and sprinkle over the sesame seeds. You can now cover it loosely with cling film and chill for up to 24 hrs.', 'When you’re ready to bake, heat oven to 200C/180C fan/gas 6. Place the pie on the middle shelf and bake for 45 mins until golden and crisp. Meanwhile, tip the ingredients for the tomato sauce into a pan, season and bubble for 30 mins until rich and thick.', 'For the salad, halve the cucumber through the centre, then cut in half lengthways and chop into small cubes. Put in a bowl, add the remaining ingredients and season well. Set aside until ready to serve.', 'Leave the pie to cool for 20 mins before serving with the sauce, salad and a large bowl of yogurt.']",{},"{'Preparation': '50 mins', 'Cooking': '1 hr and 30 mins'}",8,A challenge,8,Savoury pastries,Filo pastry recipes,baking
329,41d0961a-ed1d-4c39-96aa-5adece8fa912,https://www.bbcgoodfood.com/recipes/samosa-pie,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/samosa-pie-f865c5a.jpg,Samosa pie,"Cover spiced lamb mince, stewed potato and peas with crispy filo pastry for a low-fat, Indian-inspired dinner",Katy Greenwood,5,"['2-3 tbsp vegetable oil', '1 onion, chopped', '500g lamb mince', '2 garlic cloves, finely chopped', '2 tbsp curry powder', '1 large sweet potato (about 300g), peeled and grated', '100g frozen peas', 'handful coriander, roughly chopped', 'juice 0.5 lemon', '3-4 sheets filo pastry', '1 tsp cumin seeds']","['Heat oven to 180C/160C fan/gas 4. Heat 1 tbsp of the oil in a frying pan. Cook the onion and mince for about 5 mins until the meat is browned. Stir in the garlic, curry powder, sweet potato and 300ml water. Cook for 5-8 mins until the potato has softened. Stir in the peas, coriander and a squeeze of lemon juice, then season.', 'Spoon the mixture into a baking dish. Brush the sheets of filo with the remaining oil and scrunch over the top of the mince. Sprinkle with cumin seeds and bake for 10-15 mins or until the top is crisp.']","{'kcal': '308', 'fat': '9g', 'saturates': '2g', 'carbs': '43g', 'sugars': '14g', 'fibre': '8g', 'protein': '9g', 'salt': '0.4g'}","{'Preparation': '5 mins', 'Cooking': '30 mins'}",4,Easy,30,Savoury pastries,Filo pastry recipes,baking
330,39d9058a-638b-4abb-b632-93687a0ff4b2,https://www.bbcgoodfood.com/recipes/jumbo-turkey-samosas,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/jumbo-turkey-samosas-40e3458.jpg,Jumbo turkey samosas,"Use up leftover cooked potatoes and turkey in these spiced filo pastry parcels, then serve with tangy mango chutney",Cassie Best,5,"['3 tbsp curry paste (we used korma)', '2 tbsp mango chutney, plus extra to serve', '2 tbsp natural yogurt from a 150g pot (serve the remainder)', '200g leftover cooked potatoes (roasted or boiled are fine), chopped into small chunks', '250g cooked turkey or chicken, chopped into small pieces', '250g frozen peas', 'bunch coriander, chopped, plus a few leaves picked to serve', '270g pack filo pastry (6 sheets)', '4 tbsp vegetable oil', '1 egg, beaten', '1 tbsp sesame seeds']","['In a large bowl, combine the curry paste, mango chutney and 2 tbsp yogurt, and mix well. Fold in the potatoes, turkey, peas and coriander, then season well.', 'Heat oven to 200C/180C fan/gas 6. Cut the sheets of filo in half lengthways so you have 12 strips – keep the pastry covered with a tea towel while you work so it doesn’t dry out. Layer up 3 sheets of filo, brushing a little oil between each sheet. Pile a quarter of the filling in the top corner of the pastry in a triangle shape. Fold the pastry over to encase the filling, then keep folding until the parcel is sealed and the filo is used up. Brush the final edge with a little beaten egg to help stick the pastry together. Repeat to make all 4 jumbo samosas.', 'Lay your samosas on a baking sheet and brush each one with more beaten egg, then sprinkle with sesame seeds. Bake for 35 mins or until the samosas are golden brown and the filling is piping hot. Serve with the remaining yogurt, some mango chutney and coriander leaves.']",{},"{'Preparation': '25 mins', 'Cooking': '35 mins'}",4,Easy,6,Savoury pastries,Filo pastry recipes,baking
331,0e72aac4-2b81-45c4-b946-e07775cdb4b6,https://www.bbcgoodfood.com/recipes/mincemeat-samosas,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mincemeat-samosas-de113fc.jpg,Mincemeat samosas,Give mince pies a makeover with this alternative recipe - all the festive flavour wrapped up in sheets of filo pastry and baked until crisp,Good Food team,5,"['1 cooking apple, peeled, cored and finely chopped', 'zest and juice 1 orange', '50g dried ready-to-eat apricots, chopped', '25g shelled pistachios', '50g dried cranberries', '175g sultanas', '1 tsp cinnamon', '½ tsp grated nutmeg', '2 tbsp brandy', '1 tbsp clear honey', '50g butter, melted and kept warm', '6 sheets filo pastry (270g pack)', 'icing sugar, to decorate']","['Mix together the fruit, dried fruit, nuts, spices and brandy. Leave the mixture in the fridge for 30 mins to allow the flavours to develop, then stir in the honey. Heat oven to 200C/180C fan/gas 6. Arrange the filo sheets with the short side facing you and, using scissors, cut the stack in 3 vertically, to make long strips. Brush the top 3 strips with melted butter.', 'Working quickly, put 1 heaped spoonful of mincemeat at the top of the first strip. Fold one corner of the pastry over it to form a triangle, then continue folding alternately left and right to form a triangular package, until you’ve used up all the strip. Repeat with the other strips, brushing with butter before folding.', 'Place on a baking sheet and brush each one with more melted butter. Bake for 15-20 mins until crisp and golden. Dust with icing sugar and serve warm (reheat later in a low oven if necessary).']",{},"{'Preparation': '1 hr and 30 mins', 'Cooking': '15 mins - 20 mins'}",18,Easy,2,Savoury pastries,Filo pastry recipes,baking
332,2c9c4017-5822-478b-9907-6f4baf749060,https://www.bbcgoodfood.com/recipes/thai-turkey-filo-dippers,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/thai-turkey-filo-dippers-365e5b5.jpg,Thai turkey filo dippers,"Fill filo pastry parcels with turkey or chicken mince, spring onions and ginger for a buffet nibble or party canapé similar to a spring roll",Justine Pattison,4,"['3 sheets filo pastry, each about 24 x 48cm', '4 tbsp sunflower oil', '1 ½ tsp sesame seeds (optional)', 'Thai sweet chilli dipping sauce, to serve', '250g turkey or chicken mince', '6 spring onions, trimmed and finely sliced', '25g piece fresh ginger, peeled and finely grated', '2 garlic cloves, crushed', '1 tbsp Thai red curry paste', '1 tbsp Thai fish sauce (Nam pla)', '2 lime leaves, very finely sliced']","['To make the filling, mix all the ingredients in a small bowl until thoroughly combined. Cut each sheet of filo pastry into 4 evenly sized rectangles. Make a pile of 12 rectangles and cover with a damp tea towel to stop them drying out.', 'Brush 1 of the rectangles lightly with oil. With one of the shortest sides facing you, spoon 1 level tbsp of the filling across the pastry 2cm up from the bottom of the rectangle and around 1cm in from both sides. Form into a sausage shape. Fold in the bottom over the filling, then fold in the 2 long sides all the way up the rectangle. Roll up from the short side close to you, fully enclosing the filling.', 'Place on a baking tray lined with baking parchment. Repeat as above to make a further 11 filo rolls. Brush with more oil and sprinkle with sesame seeds, if using. Can be covered with cling film at this stage and kept in the fridge for up to 8 hrs before baking.', 'Heat oven to 200C/180C fan/gas 6. Bake the dippers for 10-15 mins or until the pastry is light golden brown and the filling is cooked thoroughly. Serve with Thai sweet chilli dipping sauce.']",{},"{'Preparation': '30 mins', 'Cooking': '15 mins'}",12,Easy,9,Savoury pastries,Filo pastry recipes,baking
